player,batting_runs,balls_faced,batting_matches,dismissals,batting_average,batting_strike_rate,total_balls,dot_balls_batting,boundaries,fours,sixes,dot_ball_percentage_batting,boundary_percentage,runs_per_boundary,thirties,fifties,hundreds,bowler,runs_conceded,ball,wickets,bowling_matches,overs,bowling_economy,bowling_average,bowling_strike_rate,wickets_per_match,dot_balls_bowling,dot_ball_percentage_bowling,batting_score,bowling_score,allrounder_score
AF Milne,23,31,6,5,4.6,74.19354838709677,31,15,1,0,1,48.38709677419355,3.225806451612903,23.0,0,0,0,AF Milne,339,217,9,10,36.166666666666664,9.373271889400922,37.666666666666664,24.11111111111111,0.9,69.0,31.797235023041477,0.09102335758463743,0.45186773244928635,0.2714455450169619
AG Murtaza,10,14,3,1,10.0,71.42857142857143,14,7,1,1,0,50.0,7.142857142857142,10.0,0,0,0,AG Murtaza,322,269,12,12,44.833333333333336,7.182156133828996,26.833333333333332,22.416666666666668,1.0,101.0,37.54646840148699,0.1060186070480555,0.5007608332292871,0.3033897201386713
AJ Finch,2092,1696,90,84,24.904761904761905,123.34905660377358,1696,749,292,214,78,44.1627358490566,17.21698113207547,7.164383561643835,12,15,0,AJ Finch,67,44,1,5,7.333333333333333,9.136363636363637,67.0,44.0,0.2,13.0,29.545454545454547,0.3126689237842597,0.3711261860205522,0.3418975549024059
AJ Hosein,16,11,1,0,16.0,145.45454545454547,11,4,2,1,1,36.36363636363637,18.181818181818183,8.0,0,0,0,AJ Hosein,41,24,1,1,4.0,10.25,41.0,24.0,1.0,5.0,20.833333333333336,0.20079860244572,0.42184588299024917,0.3113222427179846
AJ Tye,91,79,13,8,11.375,115.18987341772151,79,39,11,6,5,49.36708860759494,13.924050632911392,8.272727272727273,0,0,0,AJ Tye,1005,714,48,30,119.0,8.445378151260504,20.9375,14.875,1.6,208.0,29.13165266106443,0.15851033391866304,0.5714453861176105,0.3649778600181368
AK Markram,995,787,42,33,30.151515151515152,126.4294790343075,787,241,108,73,35,30.62261753494282,13.722998729351971,9.212962962962964,9,5,0,AK Markram,173,123,2,14,20.5,8.439024390243903,86.5,61.5,0.14285714285714285,32.0,26.01626016260163,0.27888182482586654,0.3338152806771838,0.30634855275152517
AL Menaria,401,367,23,22,18.227272727272727,109.26430517711172,367,152,42,24,18,41.41689373297003,11.444141689373296,9.547619047619047,5,0,0,AL Menaria,144,113,3,12,18.833333333333332,7.646017699115045,48.0,37.666666666666664,0.25,40.0,35.39823008849557,0.19141770872503505,0.43114775788837856,0.3112827333067068
AM Nayar,672,588,50,39,17.23076923076923,114.28571428571428,588,234,75,55,20,39.795918367346935,12.755102040816327,8.96,6,0,0,AM Nayar,323,239,9,19,39.833333333333336,8.10878661087866,35.888888888888886,26.555555555555557,0.47368421052631576,69.0,28.870292887029287,0.2065682757472126,0.4665076738728693,0.33653797481004094
AM Rahane,4642,3858,171,156,29.756410256410255,120.32141005702437,3858,1463,582,479,103,37.921202695697254,15.085536547433904,7.975945017182131,33,30,2,AM Rahane,5,6,1,1,1.0,5.0,5.0,6.0,1.0,2.0,33.33333333333333,0.4534582523138441,0.5486728060671723,0.5010655291905082
AN Ahmed,36,27,6,1,36.0,133.33333333333331,27,11,5,4,1,40.74074074074074,18.51851851851852,7.2,0,0,0,AN Ahmed,515,362,15,17,60.333333333333336,8.535911602209945,34.333333333333336,24.133333333333333,0.8823529411764706,120.0,33.14917127071823,0.257857461563476,0.47780564816865495,0.36783155486606545
AP Dole,34,23,2,2,17.0,147.82608695652172,23,7,4,3,1,30.434782608695656,17.391304347826086,8.5,1,0,0,AP Dole,114,73,5,3,12.166666666666666,9.36986301369863,22.8,14.6,1.6666666666666667,20.0,27.397260273972602,0.20747766260822215,0.4786920949652958,0.343084878786759
